text_input,output
"Which of the following parameters is NOT one of the four factors in the four-factor formula (k∞) for an infinite thermal reactor?
A: Thermal utilization (f)
B: Resonance escape probability (p)
C: Fast fission factor (ε)
D: Thermal diffusion area (L²)",D
"In the equations describing nuclear fuel cycle resource utilization, what does the parameter 'γ' primarily represent?
A: The capture-to-fission ratio in fissile material.
B: The fraction of fissions occurring in fertile material.
C: The fractional loss of isotope incurred during reprocessing and fabrication.
D: The specific burnup of the fuel.",C
"A 235U-fueled reactor operating at steady state is scrammed by a sudden insertion of -0.2 in reactivity. To what approximate fraction of its initial power level does the reactor power drop immediately after the scram? (Assume the delayed neutron fraction for 235U is 0.0065).
A: 0.038
B: 0.20
C: 0.96
D: 0.0065",A
"In the context of heat transfer from nuclear fuel rods to a liquid coolant, which boiling regime is characterized by the formation of vapor bubbles at the rod surface that condense as they move into the cooler bulk fluid, where the bulk fluid temperature is below saturation?
A: Saturated Nucleate Boiling
B: Subcooled Nucleate Boiling
C: Full Film Boiling
D: Ordinary Convection",B
"Neutrons interact directly with which part of an atom?
A: Electrons
B: Nucleus
C: Protons
D: Neutrons",B
"In shielding calculations for a line source of gamma rays, which special function is commonly used to represent angular and attenuation dependencies?
A: Bessel Function
B: Gamma Function
C: Error Function
D: F(B, x) Function",D
"For fast neutrons incident on tissue, what is the primary contributor to the absorbed dose?
A: Capture gamma rays
B: Recoiling heavier nuclei
C: Recoil protons
D: Internal conversion electrons",C
"Studies on laboratory mice indicate that damage to genetic material is repairable. How does the dose rate generally affect the amount of genetic damage observed?
A: Higher dose rates tend to produce more mutations per unit dose than lower dose rates.
B: Lower dose rates tend to produce more mutations per unit dose than higher dose rates.
C: Dose rate has no significant impact on the total genetic damage for a given dose.
D: Genetic damage is only dependent on the cumulative dose, not the rate at which it is received.",A
"Calculate the binding energy of the last neutron in a nucleus, given the following neutral atomic masses:
Mass of nucleus (A, Z): 13.00335 amu
Mass of residual nucleus (A-1, Z): 12.00000 amu
Mass of neutron: 1.008665 amu
(Assume 1 amu = 931.5 MeV)
A: 4.95 MeV
B: 5.31 MeV
C: 8.48 MeV
D: 17.59 MeV",A
"Besides external dose from the plume and internal dose from inhalation, which of the following is a common pathway for radiation exposure from gaseous radioactive effluents?
A: Direct dose from the reactor vessel
B: External dose from radionuclides deposited on the ground
C: Dose from neutron activation of air
D: Internal dose from ingestion of contaminated water from primary coolant",B
"A reactor is typically classified as heterogeneous if:
A: The fuel is highly enriched.
B: The neutron mean free path at some energy is comparable to or smaller than the fuel rod thickness.
C: The reactor operates at very low power levels.
D: The moderator material has a very low absorption cross-section.",B
"According to regulatory definitions for reactor siting, the boundary of an exclusion area is sized such that an individual at any point on its boundary for two hours immediately following a postulated fission product release would not exceed what total radiation dose to the whole body?
A: 5 rem
B: 10 rem
C: 25 rem
D: 100 rem",C
"The flow characteristics of a fluid in a non-circular coolant channel are often characterized using the equivalent diameter (De). How is the equivalent diameter typically calculated?
A: De = 4 × (Wetted Perimeter / Cross-sectional Area)
B: De = (Cross-sectional Area / Wetted Perimeter)
C: De = 4 × (Cross-sectional Area / Wetted Perimeter)
D: De = 4 × (Wetted Perimeter × Cross-sectional Area)",C
"In a Pressurized Water Reactor (PWR) utilizing a chemical shim system (boron in the coolant) for control, how does the critical boron concentration typically change over the operating lifetime of a core after the initial startup adjustments?
A: It increases steadily.
B: It decreases steadily.
C: It remains constant.
D: It fluctuates randomly.",B
"What is the primary purpose of the Emergency Core Cooling System (ECCS) in a nuclear reactor?
A: To control the reactor power during normal operation
B: To cool the containment building atmosphere after an accident
C: To prevent core meltdown during a Loss-of-Coolant Accident (LOCA)
D: To remove residual decay heat after a normal shutdown",C
"The Annual Limit on Intake (ALI) for a radionuclide is defined based on limiting the dose to organs or the whole body. Which of the following best describes the dose quantity that the ALI aims to limit over a specified period?
A: The instantaneous dose rate at any time
B: The total accumulated dose over a single year
C: The 50-year committed dose from a single year's intake
D: The maximum total dose received over a person's entire lifetime",C
"What term describes the entire sequence of activities involving the procurement, preparation, utilization, and ultimate disposition of fuel for a nuclear reactor?
A: Fuel reprocessing
B: Nuclear reaction cycle
C: Fuel cycle
D: Reactor operation cycle",C
"Compared to an LWR operating on a once-through fuel cycle, transitioning to an LMFBR operating with uranium-plutonium recycling can extend the potential lifespan of a given natural uranium resource by a factor of approximately:
A: Less than 10
B: Between 10 and 50
C: Between 50 and 200
D: More than 200",C
"What is the definition of one atomic mass unit (amu)?
A: The mass of a single proton.
B: The mass of a single neutron.
C: One twelfth the mass of a neutral carbon-12 atom.
D: The average mass of a hydrogen atom.",C
"The Sievert integral function, F(θ, x), is primarily used in the analytical calculation of uncollided flux from which source geometry?
A: Point source
B: Infinite planar source
C: Disc source
D: Line source",D
"What is the primary coolant and fuel carrier in a Molten Salt Breeder Reactor (MSBR)?
A: Liquid Sodium
B: Pressurized Light Water
C: Molten Fluoride Salts
D: Heavy Water",C
"Public perception of risk often exhibits 'risk aversion'. This phenomenon suggests that the public tends to view events less favorably primarily based on:
A: The frequency of the event, preferring less frequent risks.
B: The magnitude of the potential consequences, even if the probability is very low.
C: Whether the risk is voluntary or involuntary.
D: The scientific uncertainty associated with the risk calculation.",B
"Which of the following light nuclei is particularly effective at absorbing low-energy neutrons due to a large exothermic charged-particle reaction cross-section that exhibits 1/v behavior?
A: Carbon-12
B: Oxygen-16
C: Boron-10
D: Deuterium",C
"What does the ratio of maximum-to-average neutron flux in a bare reactor primarily indicate?
A: The average neutron energy spectrum
B: The degree of variation in the neutron flux distribution
C: The thermal neutron diffusion coefficient
D: The resonance escape probability",B
"When a thermal reactor fueled with 235U experiences a very large negative reactivity insertion (significantly more negative than the delayed neutron fraction), what does the reactor period asymptotically approach?
A: A very short period determined by the prompt neutron lifetime.
B: A period related to the mean life of the longest-lived delayed neutron precursor group.
C: Zero period (instantaneous shutdown).
D: A period solely dependent on the magnitude of the negative reactivity insertion.",B
"In the context of nuclear fuel resources, how abundant is uranium in the Earth's crust compared to common substances like silver, mercury, and iodine?
A: Less abundant
B: Approximately the same abundance
C: More abundant
D: Uranium is considered a rare earth element",C
"In a pressurized-water reactor (PWR) with a negative moderator temperature coefficient, how does the reactor automatically respond to a decrease in the electrical load demand from the turbine?
A: Decreased load leads to increased coolant temperature, which decreases reactivity and reactor power.
B: Decreased load leads to decreased coolant temperature, which increases reactivity and reactor power.
C: Decreased load leads to increased coolant temperature, which increases reactivity and reactor power.
D: Decreased load leads to decreased coolant temperature, which decreases reactivity and reactor power.",A
